GeneName,Low_Cys_Day12_E12,Low_Cys_Day14_E12,High_Cys_Day0_E13,High_Cys_Day3_E13,High_Cys_Day6_E13,High_Cys_Day8_E13,Low_Cys_Day10_E11,Low_Cys_Day12_E11,Low_Cys_Day14_E11,Low_Cys_Day0_E12,Low_Cys_Day3_E12,Low_Cys_Day6_E12,Low_Cys_Day8_E12,Low_Cys_Day3_E9,Low_Cys_Day6_E9,Low_Cys_Day8_E9,Low_Cys_Day10_E9,Low_Cys_Day12_E9,Low_Cys_Day14_E9,Low_Cys_Day0_E11,Low_Cys_Day3_E11,Low_Cys_Day6_E11,Control_Day12_D4,Control_Day14_D4,High_Cys_Day6_E16,High_Cys_Day8_E16,High_Cys_Day10_E16,High_Cys_Day12_E16,High_Cys_Day14_E16,High_Cys_Day3_E14,High_Cys_Day3_E16,High_Cys_Day0_E16,High_Cys_Day14_E14,High_Cys_Day12_E14,High_Cys_Day10_E14,High_Cys_Day6_E14,High_Cys_Day8_E14,High_Cys_Day0_E14,High_Cys_Day14_E13,High_Cys_Day12_E13,High_Cys_Day10_E13,Low_Cys_Day10_E12,Low_Cys_Day8_E11,Low_Cys_Day0_E9,Control_Day10_D4,Control_Day8_D4,Control_Day6_D4,Control_Day3_D4,Control_Day0_D4,Control_Day14_D2,Control_Day12_D2,Control_Day10_D2,Control_Day8_D2,Control_Day6_D2,Control_Day3_D2,Control_Day0_D2,Control_Day14_D1,Control_Day12_D1,Control_Day10_D1,Control_Day8_D1,Control_Day6_D1,Control_Day3_D1,Control_Day0_D1
Rhbdf2,0.308685518,0.438644112,-0.189676846,0.244639716,0.291426006,0.313204002,-0.078711976,-0.275995722,-0.008243994,-0.190896568,0.185031894,-0.153831025,-0.074580326,-0.059065941,0.015653264,-0.010159866,-0.596233382,0.405854177,0.327951883,-0.445076326,-0.095607833,0.459891735,0.220666709,-0.495957495,0.129800328,0.259358748,0.136502,0.331351349,-1.926232437,-0.233415933,-1.961442717,-0.307531874,-0.138009821,-0.015824967,0.477729277,0.189541394,0.43005007,0.154885602,0.235929176,0.492280498,0.259355623,-0.610063114,0.016347994,-0.48032896,0.695993813,-0.010312374,0.212363313,0.025090981,-1.403421245,-0.086824622,0.278814989,0.429392792,0.284235805,-0.037216897,-0.184237399,-0.207770387,0.068815192,0.089114123,1.141868716,0.135116931,-0.170563503,-0.067697504,-0.20029865
Mxra7,0.262577461,0.065104513,-1.221390161,-1.941403586,-0.372191887,0.10523338,-0.054617557,0.15216265,0.004307761,-1.098506188,-1.140648198,-0.744535266,-0.221020296,-0.898429017,-0.514598237,-0.263591832,-0.054606331,0.008841548,0.259141771,-1.147079514,-1.034346372,-0.690027658,0.5530064,0.601765595,-0.315872703,-0.504928413,-0.100408294,-0.174710064,-0.32470518,-1.101751745,-2.966775487,-0.931826227,-1.214560593,0.734647842,0.285247052,-0.053369643,0.149212855,-1.323154529,0.147044236,0.382545205,0.11679364,-0.095860015,-0.235552143,-1.40749069,0.364725167,0.264471756,-0.228420651,-1.019125711,-1.220543997,0.701603338,1.052643055,0.151533084,0.141857569,-0.232893565,-1.192091591,-1.382662747,0.445981301,0.33123016,0.105747195,0.05760885,-0.172607325,-1.221291471,-1.016405994
Jmjd6,0.31140454,0.507858651,0.492372893,0.477047162,0.065887936,-0.241362614,0.009888284,0.094307159,0.453930974,0.765014012,0.014844582,0.018336059,-0.654810055,0.187527318,0.01944564,-0.136850868,0.200993065,0.351524848,0.366106765,0.418046249,-1.249527939,-0.190116018,-0.191069988,-0.258223413,-0.061347253,-0.953870887,-0.658090968,-0.509013647,-0.605196984,0.436446392,0.689579504,0.351858923,-0.519778332,-0.217381319,-0.181594346,0.057094307,-0.022233754,0.420293225,-0.224335445,-0.475980264,-0.029378603,-0.064373912,0.207457058,0.407077782,-0.475980264,-0.266393418,-0.105116706,0.10084069,0.315214751,-0.250782984,-0.186279219,-0.4398206,-0.155185343,0.178190209,0.462188593,0.588750761,-0.826116153,-0.392069388,-0.449374907,-0.114348201,-0.032105804,0.587909785,0.53951953
Pgs1,0.287728021,0.530890677,-0.472907851,-1.123266286,-0.385138937,-0.096364829,-0.061655343,0.345871105,0.911368701,-1.021749583,-0.36664428,0.117201211,-0.407137111,-0.501773513,-0.312052489,-0.096861539,0.214580615,0.271042629,0.548597388,-0.511968948,-0.638310418,-0.078543884,0.263414362,0.119488667,-0.270005341,0.0804558,0.098655176,0.427449016,0.493431357,-0.827394957,-1.116992871,-0.579234331,0.077331794,0.160034121,0.078630706,-0.130632444,-0.183310891,-0.559368319,0.490207265,0.364190875,-0.064375659,0.237189423,-1.548062918,-0.803112774,-0.143917263,-0.183066101,-0.261950895,-0.481235989,-0.482125464,0.206060168,-0.293235718,0.096088551,-0.180235564,-0.339119396,-0.994139349,-0.795709385,0.160603649,0.166926854,0.090827075,-0.090888035,-0.163639376,-1.801968376,-1.27655273
Dnah17,-0.257154559,-0.340373453,0.198007581,0.259413211,0.141536712,0.04126407,0.014645658,-0.28333212,-0.370259702,0.340570102,0.10278549,-0.017585307,0.040635694,0.168898046,0.015815553,0.007000298,0.005423106,-0.002153879,-0.47152155,0.255556884,0.068220275,0.020742612,-0.082701572,-0.109449321,0.091327828,-0.042746242,0.036777777,-0.086693049,-0.102568145,0.19758493,0.396888242,0.211772585,-0.010564551,-0.087867396,-0.014767334,0.057020378,0.106685056,0.228773835,0.101910186,0.005295248,0.008840926,-0.028194906,0.106048659,0.164071775,0.045969461,0.060426708,0.006425647,0.075196218,0.263436817,0.032719049,0.260790712,-0.041744066,0.00211894,0.086501585,0.272264047,0.220924776,0.003957393,0.081859451,0.038933748,0.004062372,0.024363754,0.297546058,0.320607681
Lgals3bp,0.4146536,0.782828059,-1.383370823,-0.603760891,-0.50845422,-0.176793399,0.084479222,0.445878807,0.672490311,-1.194744648,-0.66759965,-0.19539316,-0.077856903,-0.855534723,-0.348906296,-0.056365405,0.102133466,0.324191026,0.938649555,-0.967270792,-0.687934652,-0.199317989,0.587073528,0.837109159,-0.588279208,-0.091755807,0.062201213,0.374326213,0.656132979,-0.879611011,-1.027524429,-0.883366606,1.250482387,0.2783782,0.129712562,-0.338493539,-0.202721766,-1.186197354,0.421978034,0.276854395,0.044308897,0.185575239,-0.250891992,-1.154055758,0.244922516,0.010070922,-0.226440617,-0.446445255,-1.018674691,0.525217529,0.09128497,0.137032079,-0.087475207,-0.566334804,-1.026735453,-1.412851834,0.46357573,0.388027838,0.158656772,-0.03227946,-0.313312627,-1.023628026,-1.183491071
Cant1,0.300433654,0.234428468,-0.016925916,0.918006628,0.262183509,-0.01513486,-0.095969059,0.102759574,0.318210491,0.251437344,0.096137097,-0.090989353,0.100313616,0.155232196,-0.103696897,0.215099929,0.143025497,0.366977501,0.442004547,0.459713643,0.16368631,-0.068693037,0.008481477,0.145940361,0.056714391,-0.191311718,-0.166209248,-0.571738806,-0.193838868,0.171716947,0.287878477,0.147786885,-0.469671811,-0.032157078,-0.161305159,0.057479621,0.101802281,0.141232895,-0.237801367,-0.282445044,-0.275767896,0.082329566,0.168155909,0.250681466,0.104278173,-0.032180406,0.093441478,0.155393683,0.671044201,-0.160137949,0.116552061,-0.403626135,-0.18760612,0.049838982,0.209889449,0.301671646,-0.012896994,-0.166358386,-0.208903343,0.071865986,-0.111317023,0.29755162,0.230514981
Gaa,0.093652206,0.215674496,-0.696451418,-0.816682621,-0.211033222,-0.06776857,-0.027294969,0.161272226,0.185088945,-0.545384843,-0.440824034,0.113069327,-0.028900896,-0.536100114,0.025802475,0.017089717,0.033151999,-0.001905775,-0.012401724,-0.612537668,-0.367252284,-0.048503314,0.237870511,0.104743412,-0.010357395,0.300568494,0.23783813,0.629612847,0.573800279,-0.544498354,-0.680583331,-0.583326721,0.811931526,0.249192212,0.291056651,-0.054656019,-0.210411891,-0.61692821,0.494944493,0.366092052,0.225436572,0.103300565,0.066383683,-0.694207166,0.15725237,0.139579564,-0.125223028,-0.429787346,-0.552188266,0.137427812,-0.2267422,0.367704267,0.103525398,-0.033615068,-0.54629506,-0.78504689,0.225622611,0.509534244,0.303899172,-0.055687685,0.007089153,-0.500829412,-0.514562031
Eif4a3,-0.103622631,0.040628922,0.564267336,-0.114464247,-0.039358084,-0.154908879,-0.005652938,-0.014447245,0.081705907,0.424958765,0.390602639,0.050767826,-0.051596203,0.344867421,0.123046355,0.054506878,-0.000197598,-0.135811585,-0.077015169,0.423795423,0.365103068,0.203690455,-0.294225677,-0.452844183,0.07490709,-0.042571848,-0.239366906,-0.348339274,-0.207008274,0.34234842,-0.360304344,0.530968512,-0.401919058,-0.334654097,-0.211747522,0.059461279,-0.249205252,0.554312288,-0.308645833,-0.230363285,-0.255544972,0.005849793,-0.113812494,0.428955312,-0.28958005,-0.284255302,-0.074298432,0.392944823,0.41890168,-0.326189697,-0.415135473,-0.161790275,-0.143928369,-0.116672778,0.316270562,0.450451228,-0.309577381,-0.273919245,-0.119355902,-0.16097819,0.045277656,0.189487268,0.518381495
Rnf213,-0.072149786,-0.231443235,-0.081098425,0.313553834,-0.00921853,0.109398186,0.51487496,-0.157705453,-0.454838507,0.436952276,0.417830714,0.478047297,0.34835622,0.138009821,0.218423519,0.047666434,-0.19396853,-0.270089163,-1.25022663,0.63047716,0.270089163,0.496567385,-0.186096292,-0.220659454,0.294093887,0.086749519,0.110806786,0.315418986,0.144389909,-0.012862151,0.755367566,0.024850864,-0.17412499,-0.013939191,0.238220282,0.117618033,-0.233924817,0.753130414,-0.18454761,-0.394859617,-0.122856748,-0.317767139,0.310102659,0.487150477,0.4844589,0.467439197,0.076781234,0.412238866,0.112196905,0.220666709,0.166009951,-0.308444866,-0.094967351,0.234955883,0.260898661,0.458539138,-0.097156237,-0.096735787,0.248283954,0.074347341,0.620733632,0.514573173,0.689070904
Baiap2,-1.087045317,-1.224143362,1.007316326,0.506760755,0.515546415,0.023924231,-0.463477559,-1.00816609,-1.046136146,0.937008963,0.888209885,0.168922782,-0.110866026,0.903847322,0.165299223,-0.088409532,-0.442455789,-0.987171736,-1.371329639,1.02323955,0.833337728,0.269690536,-0.78929885,-0.846033337,0.317756094,-0.203835437,-0.468943124,-0.984920274,-1.063828449,0.99799736,0.558747209,0.80283787,-1.434204293,-0.782907435,-0.622722405,0.308435455,-0.026736382,0.900030824,-0.937883774,-0.980412195,-0.532149922,-0.463366975,-0.05397101,1.09231475,-0.314404738,-0.076714966,0.424622469,0.874210139,0.728839214,-0.856812513,-0.511236358,-0.640898908,-0.085678741,0.465518654,0.96811324,1.049973824,-0.958547968,-0.942508831,-0.66048091,-0.024965031,0.441709441,0.993541837,0.764776829
Slc38a10,0.275853492,0.499632453,-0.425091164,-0.596277814,-0.193343889,0.192292814,-0.236793569,0.237155774,-0.00378826,-0.039636972,-1.844721775,-0.133347894,-0.02054912,-0.426936083,0.44158766,-0.15565087,-0.153350777,0.244298758,0.059871456,-0.1825744,-0.591779737,-0.192645078,0.354805946,0.177289949,0.066891884,0.026951304,-0.012808859,0.380100256,0.579564197,-0.517323784,0.133088233,-0.224739573,0.064130337,0.51092431,-0.313068118,0.090422217,0.1229815,-0.824537934,0.085584525,-0.008786233,0.250600123,-0.302360726,0.395676435,-0.183096446,0.16846434,0.235662799,-0.003761919,0.26166757,-0.25577859,0.093216872,0.083208414,-0.019400837,NA,-0.322905862,-0.590744853,-0.330260313,0.058315475,0.186829922,0.007862118,0.417714611,-0.02777838,-0.357552005,-0.151442715
Actg1,-0.26563831,-0.331619027,0.153036761,-0.046283676,0.020991712,0.046778386,-0.199137,-0.239054615,-0.176330896,-0.144233017,-0.000392318,-0.048068009,-0.186341155,-0.052000606,-0.087405788,-0.175687686,-0.235504464,-0.180162615,-0.34991444,0.172963459,0.038258294,-0.09351991,-0.116792881,-0.101988828,-0.033352445,0.210914171,0.146831488,0.088644157,0.014040324,-0.253448056,-0.030355166,0.020964072,0.080437265,0.084083618,0.130077778,-0.033481645,0.044719863,0.126798361,-0.117841792,0.069471513,0.211120538,-0.14758842,-0.545619138,0.075026407,-0.032576978,-0.097805154,0.008505225,0.042258328,-0.110809643,-0.021745646,-0.11944081,0.067761613,0.059126057,-0.209420665,-0.386863513,-0.113853227,0.040728679,-0.08103236,0.032701909,0.118423415,-0.020498292,-0.256863189,-0.150647675
Nploc4,-0.109832899,-0.079554968,-0.001017102,-0.048201998,0.061309405,0.100624025,0.066763087,-0.040524043,-0.03397994,0.011015434,0.092897426,-0.039905526,0.04476466,0.034434506,0.091627543,0.070631551,0.020900691,-0.004520019,-0.184596751,-0.021764381,0.081177793,0.070241747,-0.159473364,-0.114392279,0.039985356,-0.028642681,0.034472426,-0.018675925,-0.105573683,0.114778443,0.06517278,-0.054686268,-0.181188289,-0.062649636,0.027057116,0.043019988,0.021025276,-0.026631867,-0.014376581,0.048719677,-0.01045332,-0.041198282,0.024267394,-0.005315975,-0.110743477,-0.016408048,-0.015203888,0.067286946,0.014300564,-0.019588425,0.037402654,0.067584352,0.035530045,-0.012898566,0.093811014,0.054117472,-0.015159807,0.106131696,0.083873304,0.071816589,0.066537903,0.004558507,-0.048439484
Hgs,-0.23190467,-0.546994651,0.303480577,0.504599501,0.120737452,-0.012343678,0.096810059,-0.198746841,-0.429288745,0.402966175,0.238426182,0.127606205,0.074501559,0.351931173,0.14443833,0.059578101,-0.026819289,-0.19342036,-0.238857384,0.083941471,0.208379614,0.020666047,-0.02823169,-0.163254711,0.007786829,-0.04587952,-0.007442343,-0.309593175,-0.314743726,0.208580412,0.438480682,0.393585444,-0.321754649,0.02719676,-0.211908997,0.027501975,0.068372982,0.237753454,-0.408094224,-0.123928266,-0.116733686,-0.10167497,0.603223124,0.372493549,-0.096408034,0.11394663,0.000483817,0.196052361,0.269638844,-0.000172355,0.008197153,-0.074175231,-0.053120717,0.111317023,0.417255697,0.41606878,-0.073863845,-0.103776649,-0.030355071,0.093312758,-0.007776419,0.390017339,0.666921102
Mrpl12,0.267233449,0.166278021,0.029394477,0.158761449,-0.146655496,-0.104230817,0.160883508,0.149617743,0.223086575,-0.063679678,-0.116621764,-0.05555448,-0.026163864,-0.054278792,-0.081994655,0.04539593,0.056102137,0.339625493,0.324315086,0.134575165,-0.147868492,0.016816488,0.114558091,0.358507693,-0.223900011,-0.182475614,-0.149371707,-0.313587396,-0.27686599,0.031766283,0.127119098,-0.041027268,0.013062986,0.098266949,-0.223235363,-0.195675083,0.015532045,-0.013257888,0.062068916,0.049159721,-0.037345037,0.095491072,0.310232168,0.152039989,0.103700131,-0.021917215,0.014219048,-0.169214069,-0.013821557,0.265965554,0.159871777,-0.185077519,-0.223094839,-0.187621934,0.092936794,-0.095630162,0.142834111,0.008880415,-0.158190831,-0.12797992,-0.141493829,-0.285214024,0.151365544
Slc25a10,0.205912527,0.332026613,-0.499561111,-1.190596202,-0.228858057,-0.193219285,-0.209179905,0.113977821,0.271034584,-0.296093502,-0.491211409,-0.548002143,-0.353043375,-0.42004473,-0.506638439,-0.252305532,-0.051955259,0.193549611,0.578151728,-0.609731932,-0.430452552,-0.379400051,0.254842256,0.132602835,-0.243425408,-0.139409791,0.127968162,0.475262469,0.762586028,-0.760859808,-0.778084581,-0.580019583,0.651672934,0.254431126,0.260958042,-0.237514205,-0.206750417,-0.480447389,0.601020297,0.509614991,0.063812166,0.068457629,-0.698268619,-0.778545551,-0.077235325,-0.332327755,-0.412169887,-0.44665179,-0.539658177,0.335429641,0.021279481,0.148622616,-0.025403735,-0.457527372,-1.051138849,-0.365884015,0.386175597,0.367666146,0.092149847,-0.322280645,-0.304314145,-0.737575484,-0.674599713
Mcrip1,-0.44692701,-0.599669,-0.137503524,0.434672822,0.38357273,0.142521193,-0.009999467,-0.212719941,-0.504552052,-0.195221473,-0.081219911,0.172428693,0.234489689,0.083800492,0.245368345,-0.032558675,-0.123006196,-0.527591321,-0.542389265,-0.026997945,0.031900084,0.125195489,0.215891422,-0.011508739,0.194291886,-0.007349456,0.002929331,-0.358717754,-0.690498916,0.235669507,0.619806195,-0.178870102,-0.757908854,0.022208247,-0.051521537,0.17029986,0.342962823,-0.05623217,-0.355480655,0.014084662,0.171925688,-0.069336159,0.354498398,-0.218767789,0.333594156,0.225415816,0.177903584,-0.067976794,-0.319352553,-0.012603274,0.142902738,0.233781813,0.207093432,0.384689408,0.326538949,-0.258476882,0.027111846,-0.219197354,0.24987842,0.158049397,-0.057602522,0.444171832,-0.028992933
P4hb,0.288182354,0.303019244,-0.684329588,-0.320609792,-0.182601803,0.011941514,-0.012779228,0.194788767,0.291035398,-0.688457744,-0.593786392,-0.345366294,-0.151029991,-0.513290097,-0.324895975,-0.186503009,-0.061524891,0.105983194,0.34453566,-0.610524219,-0.562764748,-0.365665549,0.412777067,0.511595467,-0.231945738,-0.023721632,0.093759334,0.238767444,0.337251734,-0.494024887,-0.272808735,-0.677752268,0.331366407,0.347674427,0.029007489,-0.231780368,0.066321537,-0.661810358,0.235614392,0.197311213,0.056561811,0.008836067,-0.051279056,-0.610613801,0.235706766,0.00241882,-0.205687757,-0.581757592,-0.644280076,0.295256663,0.273532723,0.047695313,-0.026235343,-0.195450092,-0.467407455,-0.642909387,0.269277894,0.175501258,0.066899455,0.018525135,-0.222146053,-0.446392514,-0.623253442
Arhgdia,-0.32930014,-0.380795428,0.029816548,-0.550164856,0.0676048,0.068623054,-0.016196885,-0.262551065,-0.397350988,0.000100432,0.013344465,0.098099346,-0.085288318,0.033466444,0.078165355,0.035381234,-0.044747735,-0.259156818,-0.701951828,-0.008607869,-0.003757793,0.088452886,-0.140545273,-0.222988887,0.07000996,0.071594853,0.076025946,0.081320836,0.06846575,-0.167285966,-0.542335229,0.026168257,-0.092599296,0.040417012,0.144198755,0.092688356,0.061879144,-0.011853761,0.00610564,0.002836947,0.056055503,-0.069426602,-0.219142588,-0.005449936,-0.10345965,0.029956916,0.121328362,0.01043038,-0.057387867,-0.075476417,-0.111053208,0.046294222,0.112443456,0.026712424,-0.379351342,-0.030255886,-0.137479382,-0.037290627,-0.032866254,0.074892909,0.062256533,-0.152523962,-0.184343958
Alyref,-0.090072162,-0.270487015,0.570092509,0.596172554,0.049843148,-0.075068787,0.035339252,-0.128361305,-0.263034406,0.435998115,0.360985518,0.204782833,0.037828835,0.425105822,0.208718874,0.037198618,-0.030892711,-0.253683767,-0.454353813,0.43530546,0.344974977,0.25127203,-0.145466588,-0.23454136,0.057002939,-0.202809189,-0.285626821,-0.205152955,-0.30283248,0.361408893,0.60749903,0.410442791,-0.654867117,-0.116158312,-0.233495455,0.088154676,-0.119612753,0.448293642,-0.331740031,-0.302316651,-0.268586884,-0.02015678,-0.243414769,0.528591135,-0.276757278,-0.091292677,0.135960897,0.321830215,0.403424393,-0.198534085,-0.404132506,-0.204525455,-0.057941813,0.101020836,0.209515682,0.526475879,-0.25288645,-0.295458563,-0.188482183,-0.024170222,-0.021195967,0.122162416,0.409419024
Aspscr1,-0.349149564,-0.71356099,0.240834281,-1.03083043,0.14446771,-0.009066456,-0.289664246,-0.179336997,-0.009277814,0.141043881,-0.118441457,0.476149014,-0.177476061,0.119772234,0.162553013,-0.045116092,-0.775001083,-0.522298466,-0.931401244,0.154251415,0.416223049,0.012383724,-0.142413438,-0.800093573,0.286532907,0.301960009,0.086988349,-0.426759106,-0.806594208,0.138694968,-0.216317907,0.062021727,-1.099281879,-0.09011242,0.069146161,0.483295028,0.059220423,0.331631369,-0.35129803,-0.051811947,-0.03341225,-0.23410722,-0.550692599,-0.514370533,-0.008878151,0.063325935,-0.195714815,-0.037802033,-0.60334103,-0.486278226,-0.979915754,0.075438135,0.207941265,0.043824074,-0.061420202,0.137294997,-0.232150851,-0.377235467,0.173853377,0.031421098,0.044694999,-0.196779536,-0.302408644
Rac3,-0.199175341,-0.156868849,0.310761472,1.211357525,-0.001998849,0.069304864,-0.083653612,-0.107925244,-0.328161207,0.124048828,0.017449039,0.067928663,0.066672829,0.242346357,0.090329886,-0.01191902,0.079628456,-0.178769511,-0.248890429,0.119574861,0.101838005,-0.001812863,-0.094715278,-0.038143532,0.115614688,0.062853788,0.065347919,-0.352455389,-0.283543966,0.159999266,0.791855753,0.257190244,0.099914628,0.022021053,-0.016893218,0.16072822,-0.0418109,0.101387542,-0.052519935,-0.151462364,0.164228485,-0.086065734,0.602634489,0.137293157,0.000448251,0.178950523,0.329043243,0.015039862,0.407334843,-0.113616479,-0.083797255,-0.227857324,0.08156277,0.007823005,0.180008053,0.293922467,-0.056803236,0.050376713,-0.209153182,-0.002329846,0.120297126,0.384031333,0.420191275
Dcxr,0.085729874,-1.280809108,-0.527838102,-0.668370535,0.168490386,0.237052728,-0.013252407,-0.130184787,-0.523475673,-0.466045163,-0.080758467,-0.091177901,0.186768512,-0.031524088,0.113797987,0.037313158,0.001756172,0.085729874,-0.518578968,-0.440754161,-0.387925654,-0.048692376,0.015499978,-0.030612528,-0.005366812,0.286304185,0.264499815,0.084123237,-0.020351141,-0.091584213,-0.709694858,-0.420243911,0.024569509,0.028731122,0.208216786,0.118432497,0.156087985,-0.4068238,0.433322852,0.072719514,-0.051333219,-0.092523776,-0.247108033,-0.603064307,0.231924485,0.072031927,0.040505542,-0.26884206,-0.82948937,-0.024186569,-0.138976413,0.268192099,0.194203345,0.265310631,-0.161055026,-0.118307882,0.110053545,0.070217997,0.193543394,0.178489939,0.196985814,-0.339592276,-0.830842186
Gps1,-0.149447389,-0.118293732,0.569685295,0.124997166,0.015525041,-0.10892948,-0.07281756,-0.14419436,-0.722969891,0.550666175,0.696038828,-0.044118642,-0.072730324,0.483799856,0.10873564,0.063020186,-0.076599921,-0.184773427,-0.368534681,0.289175382,0.416922636,0.103177312,-0.10769068,-0.36882907,0.071850729,0.013518324,-0.160523854,-1.388347143,-1.368793315,0.239955273,-0.016542139,0.435778321,-1.868808312,-0.088044854,-0.165745157,0.240489474,-0.212906874,0.364511796,-0.161412937,-0.207171684,-0.298081353,-0.090918048,-0.299124386,0.322164777,-0.132017985,-0.108514617,0.225978613,0.603879404,0.636128626,-0.186739646,-0.118293732,-0.18215529,0.02796022,-0.301463992,0.12882256,0.40053793,-0.404345871,-0.344591815,-0.113656782,0.010888316,0.031605942,0.258447136,0.231092297
Fasn,-0.685796214,-0.687692867,0.608727446,0.302141521,0.182770126,-0.023789489,-0.429714898,-0.701813919,-0.782623626,0.665595221,0.477953824,0.068217848,-0.246706278,0.430973372,0.091273774,-0.18241498,-0.419337561,-0.632991406,-0.8792489,0.607395293,0.461109583,0.037631593,-0.499862022,-0.646482044,0.174115755,0.028505297,-0.112165824,-0.298616136,-0.445209872,0.424275746,0.250556648,0.663517485,-0.414792456,-0.35453621,-0.093956637,0.160230814,-0.052000781,0.587175009,-0.455180645,-0.307451757,-0.144921867,-0.414821288,-0.317996101,0.591881452,-0.33802863,-0.098037634,0.133493062,0.489332176,0.653910528,-0.391783453,-0.41320274,-0.104187688,-0.005950564,0.109227393,0.375184094,0.556930107,-0.408273638,-0.246869985,-0.086256074,0.038477454,0.204950139,0.29173954,0.562975545
Tbcd,-0.094157494,-0.172284274,0.448614983,0.73927668,0.159285769,0.067771131,-0.348758922,-0.615096734,-1.044735177,0.112474729,-0.006602735,-0.66489564,-0.31020229,-0.188478227,0.088152631,0.032567862,0.124090348,-0.186521512,-0.315372034,-0.032621422,0.309005596,0.364764293,0.068441056,-0.135159583,0.302720623,0.100913387,-0.101095388,0.285031508,0.272124539,0.139343827,0.29107647,0.066142357,-0.113008962,-0.231708072,-0.023704261,-0.119520048,0.135555252,0.195742986,-0.16756958,-0.229439071,-0.116466478,-0.158095158,-1.208862631,0.143577035,-0.241120876,-0.476182053,0.231860849,0.565062943,0.181080326,-0.348758922,-0.38976589,-0.154348155,-0.101063143,0.213890953,0.151552884,0.104612611,-0.148688603,-0.052127121,-0.242587775,-0.053771256,0.178795099,0.010136072,-1.841425616
Rab10,-0.024212019,0.02259353,0.047134147,-0.402332892,-0.091854761,-0.032218952,-0.223823894,-0.042779876,-0.01180207,0.158332346,0.035931592,-0.217048318,-0.175913186,0.097995104,-0.074914544,-0.136469898,-0.052215723,-0.015469996,0.102815222,0.042833625,0.057793471,-0.198648779,0.038392381,-0.094131329,-0.02026802,0.004823858,0.030672941,-0.004847302,0.026186154,-0.01592036,-0.139148911,0.156750141,-0.015788939,0.025582427,0.028008239,0.041055228,-0.09859194,0.075802309,0.062509706,0.060064479,-0.132177652,-0.05201862,-0.304822355,-0.102871547,-0.075033545,-0.052698016,-0.116867351,0.059410595,0.059541818,-0.08231925,-0.25418174,-0.014031287,0.011680197,-0.041767134,-0.093087299,0.119132097,0.018566338,-0.036912171,0.023144399,-0.051195269,-0.035362077,-0.068319959,0.066192513
Sf3b6,-0.02876306,-0.010947991,0.100614002,-1.009741394,-0.262316663,-0.145616778,-0.324506097,0.049804567,0.320757551,-0.477173606,-0.130628078,0.002338242,-0.284795662,-0.386725497,0.129079949,-0.087828365,-0.202159478,-0.039309576,-0.166909623,0.106813674,0.265761905,-0.013428323,-0.323070694,-0.688055994,0.098382188,0.533917466,0.156787955,0.067643658,0.177771085,-0.811668674,-0.264584144,-0.134411205,0.143414974,-0.278754864,0.02810119,-0.123129075,-0.581702908,0.236124304,-0.066018186,0.151248348,0.040801915,-0.070278696,-0.644075594,-0.289270951,-0.356546292,-0.396051847,-0.315631279,0.029355175,-0.401091216,-0.53405433,-0.801610137,0.041158897,-0.065640836,-0.743216762,-1.344656215,-0.458757031,-0.185555653,-0.120992674,0.074025733,-0.185286267,-0.148942438,-1.05464157,-0.631332464
Ldah,0.23570842,0.170900125,-0.116135291,0.09225385,-0.092029138,0.119641426,-0.089158492,0.388208797,0.06590944,-1.534877269,-0.407458596,-0.066540856,-0.08691976,-0.105880687,-0.233415933,-0.054760957,-0.083556958,0.016005858,0.318682435,-0.239075153,-0.196887226,-0.391350929,0.261232163,0.151659881,-0.113789657,0.047767398,-0.070721667,0.295046451,0.412074651,-0.273706092,-0.344084509,-0.084745017,0.10592624,-0.000686507,0.009072343,-0.030390487,0.075013354,-0.336190831,0.096671503,0.281631625,0.352954991,-0.023874931,0.333920641,-0.2501995,0.227847517,-0.08686084,-0.163688227,-0.15182218,-0.107045311,0.211387829,0.022742938,0.146562687,0.08079049,-0.490138955,-0.024030069,-0.399440644,0.075686659,0.269839584,0.366404487,-0.054553379,0.009687686,-0.247437551,-0.212391722
Hs1bp3,-0.264323102,-0.651271846,-0.298658316,-1.260690465,0.224311324,0.179882126,0.285257144,-0.763682933,-0.142796528,-0.364764293,-0.109510055,0.144020869,0.169286217,0.145214671,0.418770218,0.145683597,-0.04354541,-0.151824199,-0.406104375,-0.354052298,-0.024637279,0.178716442,0.157592775,-0.076757199,0.237039197,0.078304995,0.120552861,0.295890234,0.173574383,-0.527869995,-1.012926174,-0.023820492,0.280683373,0.10102992,-0.355388011,0.149480899,0.368944721,0.03567027,-0.008073301,0.288469453,0.027364899,-0.261034036,0.072802535,-0.032903742,0.430634354,0.266786541,0.040479069,-0.126025142,-0.274806886,0.33432149,0.056831223,0.165059246,-0.003153433,0.003066303,-0.925205493,-0.577308928,0.221365665,0.174318681,0.213403638,0.479005325,0.196705778,-1.329622487,0.160501748
