GeneName,Low_Cys_Day12_E12,Low_Cys_Day14_E12,High_Cys_Day0_E13,High_Cys_Day3_E13,High_Cys_Day6_E13,High_Cys_Day8_E13,Low_Cys_Day10_E11,Low_Cys_Day12_E11,Low_Cys_Day14_E11,Low_Cys_Day0_E12,Low_Cys_Day3_E12,Low_Cys_Day6_E12,Low_Cys_Day8_E12,Low_Cys_Day3_E9,Low_Cys_Day6_E9,Low_Cys_Day8_E9,Low_Cys_Day10_E9,Low_Cys_Day12_E9,Low_Cys_Day14_E9,Low_Cys_Day0_E11,Low_Cys_Day3_E11,Low_Cys_Day6_E11,Control_Day12_D4,Control_Day14_D4,High_Cys_Day6_E16,High_Cys_Day8_E16,High_Cys_Day10_E16,High_Cys_Day12_E16,High_Cys_Day14_E16,High_Cys_Day3_E14,High_Cys_Day3_E16,High_Cys_Day0_E16,High_Cys_Day14_E14,High_Cys_Day12_E14,High_Cys_Day10_E14,High_Cys_Day6_E14,High_Cys_Day8_E14,High_Cys_Day0_E14,High_Cys_Day14_E13,High_Cys_Day12_E13,High_Cys_Day10_E13,Low_Cys_Day10_E12,Low_Cys_Day8_E11,Low_Cys_Day0_E9,Control_Day10_D4,Control_Day8_D4,Control_Day6_D4,Control_Day3_D4,Control_Day0_D4,Control_Day14_D2,Control_Day12_D2,Control_Day10_D2,Control_Day8_D2,Control_Day6_D2,Control_Day3_D2,Control_Day0_D2,Control_Day14_D1,Control_Day12_D1,Control_Day10_D1,Control_Day8_D1,Control_Day6_D1,Control_Day3_D1,Control_Day0_D1
Rhob,0.108019871,0.013474234,-1.174738964,-2.051259413,-0.014873276,-0.467080877,0.070570582,0.185996135,0.208888157,-0.467267458,-0.253012973,0.509861045,0.134485332,-0.50213607,-0.37529132,-0.393284701,0.200244894,0.787885058,-0.083768358,-1.728928275,-0.566426549,-0.116767066,0.040128113,-0.217029237,-0.694440978,-0.025090981,0.060882242,-1.42531213,-0.929196045,-0.502827965,0.295563391,-0.708110731,0.289858194,0.116097065,-0.004378441,-0.300233024,-0.147898695,-0.882784386,0.05502068,-0.177861261,0.088593923,-0.00873481,-0.673896229,-0.588774115,-0.874469118,0.046293652,-0.571866983,-0.368106138,-0.514158546,0.288814345,0.387705517,0.066291679,-0.237039197,-0.327951883,-0.686746239,-0.257275137,0.554235985,0.445173217,-0.107959248,0.317084123,-0.026895227,-0.189899701,-0.415037499
Pum2,0.061746374,-0.087255334,-1.359244397,-1.978417393,-0.024550139,-0.389075509,-0.42634599,-0.373898804,-0.225827726,0.117512049,0.506959989,0.186892935,0.026431794,0.710198685,0.02611284,0.155794673,-0.524460328,0.114838546,-0.395160173,0.927385626,0.722668097,0.216958535,-0.059637678,0.067563284,-0.07494042,-0.316935106,-0.065950263,-1.529596106,0.007166905,0.489466503,0.306905904,0.855051664,-0.398261787,0.029343962,0.296241451,-0.03489479,0.246987675,0.789146124,-0.193356758,-0.332003363,-0.085189741,-0.093492641,0.359751971,0.650184947,0.548463029,0.271980565,-0.56050963,0.522461082,0.168007798,-0.483348764,0.701333384,-0.047099777,0.059742084,0.06153841,0.649092838,0.662268227,-0.254611827,-1.239827015,-0.216227049,0.470765647,-0.308989039,1.06786603,0.882079271
Ddx1,0.056864537,0.068820441,-0.122638965,-0.03589568,-0.057117344,-0.010748379,0.115392328,0.074905659,0.083947985,-0.153686466,-0.115954206,0.015462327,0.02601888,-0.180617651,0.022894987,0.058699977,0.101171756,0.0843167,-0.059984686,-0.102434202,-0.096651337,0.032331651,0.006392539,0.048465046,-0.06134683,0.01245035,0.033963896,0.115484974,0.129871231,-0.244645031,0.042332925,-0.137418853,-0.027779766,0.038659646,0.04147671,-0.085578493,-0.035086586,-0.121426083,0.051856571,0.022855816,-0.005312587,0.133634289,0.040592431,-0.201751859,-0.102976904,-0.066979609,-0.063574031,-0.082367998,-0.121486137,0.025561005,-0.101027658,0.046384884,-0.011439241,-0.151056299,-0.316127749,-0.202548997,0.120681971,0.088707652,0.041070062,0.020730996,-0.105311072,-0.256418884,-0.130712879
Rock2,-0.288339234,-0.299117221,0.218376793,0.230052067,0.058341965,0.028676116,-0.160005915,-0.283679583,-0.405516803,0.398151404,0.168148627,0.062643372,-0.022269284,0.162821315,0.041164857,-0.040350723,-0.138204282,-0.211434957,-0.403854102,0.325493616,0.180290045,0.033019877,-0.067038426,-0.0901852,0.065582448,-0.011200307,0.011755696,-0.06124099,-0.412532106,0.247213593,0.442538822,0.302255781,-0.220364954,-0.002542884,-0.070939315,0.05925338,0.080080751,0.299393756,-0.069353789,0.025946717,-0.17057732,-0.136120238,-0.014918271,0.249170792,-0.071850285,0.051336391,0.014900235,0.168284047,0.332102348,-0.054213871,0.115795924,0.02141057,-0.02802143,0.019993728,0.261425299,0.34699791,-0.035411027,-0.004417532,0.059373176,0.040974908,0.041959457,0.238229123,0.253066307
Pqlc3,0.09364043,0.275833378,-0.565333694,-1.533201073,-0.428139061,0.27687506,-0.226896899,0.029443778,0.270706359,-1.025763096,-0.550197083,-0.450711038,-0.525959313,-0.583561418,-0.164754888,-0.151876978,-0.065724182,-0.2749809,-0.091057403,-1.135495946,-0.792150602,-0.323063628,0.199496776,0.084135335,-0.306814699,0.102149197,0.105545773,0.941365524,1.258647089,-1.302996635,-1.597869985,-0.779451074,1.079495274,0.404641355,0.263221296,-0.099215306,-0.134260483,-1.120810098,0.46530287,0.272735271,0.135180343,0.201379888,-0.830240436,-1.310129524,-0.462971976,-0.168808796,0.019628807,-0.3531956,-0.750659074,0.086223412,-0.344658547,0.099596507,0.072177137,-0.271742338,-1.240163282,-1.229217721,0.072083014,0.538592538,0.228246731,-0.030453797,0.019611018,-1.241240249,-1.515211392
Pdia6,0.355725553,0.378813646,-0.869781141,-0.392005092,-0.234758829,-0.086628095,0.057945355,0.259099844,0.433464571,-0.990503779,-0.738931271,-0.381512897,-0.217388195,-0.661950634,-0.379819764,-0.181286995,0.036165553,0.247579453,0.549890886,-0.758728424,-0.770487853,-0.402580052,0.524145136,0.744431951,-0.361268665,-0.119862665,0.083401796,0.356071678,0.488566822,-0.785031651,-0.501404817,-0.770981411,0.747429124,0.523940018,0.16397707,-0.27490455,0.098694012,-0.889507346,0.343848738,0.213154878,0.034631623,0.02131258,-0.329555916,-0.851079715,0.310917538,-0.061319,-0.169037593,-0.724200125,-0.797299314,0.557542675,0.453690138,0.039394686,-0.050521499,-0.35693925,-0.835048889,-1.092593758,0.472569704,0.221407341,-0.003146478,-0.031797092,-0.305840894,-0.970691182,-0.987936643
Nol10,0.359639261,0.489134147,0.226601811,-0.019534674,-0.122896057,-0.15384576,0.318957208,0.510293234,0.538294977,0.336338538,-0.023601112,0.127825097,0.270512475,0.036706589,-0.021253258,0.222144685,0.416076531,0.436560495,0.675460451,0.266133644,0.027605279,0.052777031,-0.202076148,-0.190784736,-0.052231589,-0.123199065,-0.253822416,-0.368762286,-0.385596952,0.33927392,-0.038897752,0.377240036,-0.441284949,-0.085641232,-0.125906462,0.010546627,-0.117129113,0.287802311,-0.173222592,0.02389062,-0.482829716,0.173651385,0.453075771,0.294967269,-0.024292913,-0.185544159,-0.155645754,0.017236705,0.301637597,-0.192880639,-0.203245075,0.02389062,-0.204347273,-0.342812238,0.243553574,0.218408174,-0.107310192,-0.114035243,0.15227073,-0.173886211,-0.036737275,-0.237636133,0.489441053
Hpcal1,-0.091420053,-0.118574783,-0.252365441,0.435978699,0.107180469,0.019894499,0.060948323,-0.023908593,-0.174659676,-0.123406811,-0.073662926,0.029353091,0.017674472,0.0149238,-0.009803383,0.051217586,0.038600484,-0.021267566,-0.270897741,-0.166738387,-0.093640848,-0.050098276,0.103234364,0.049233714,0.116509435,0.058372078,0.024575377,-0.025142808,-0.026319636,-0.05261201,0.198666162,-0.001040066,0.123806983,0.068431361,0.144642148,0.097296125,0.145483496,-0.163111184,0.032881121,0.10132375,0.03108391,-0.002857466,0.143353146,-0.121538444,0.127799401,0.109500625,0.091302366,-0.061956516,-0.051110423,0.144315115,0.13785068,0.09516263,0.133582481,0.029488891,-0.052512045,-0.124322881,0.04664423,0.169417234,0.094687606,0.124034909,0.117145733,0.047497233,-0.153222808
Cpsf3,-0.227338244,-0.439937928,0.621399098,1.096676019,0.04740936,0.071409261,-0.207674278,-0.422510617,-0.108884216,0.605489903,0.496631002,0.155069396,-0.170405724,0.468785727,0.102560827,-0.091617821,-0.004208156,-0.143143117,-0.259824849,0.707967567,0.138481954,0.091226652,-0.45301963,-0.317845635,-0.229371053,-0.529148205,-0.716097177,-0.547075813,-0.611823841,0.553522067,0.953744409,0.709000586,-0.587280084,-0.233183238,-0.361491429,0.020003025,-0.159519944,0.650341729,-0.159593637,-0.657317705,-0.321928095,-0.058601911,0.564352221,0.572099032,-0.05600382,-0.188266637,0.190411458,0.386387295,0.567110625,-0.251160306,-0.196458931,-0.405153384,-0.093613051,-0.046586794,0.607658481,0.660265863,-0.454537381,-0.503825738,-0.214277399,-0.167428792,-0.097266393,0.68059778,0.957163802
Iah1,-0.028835349,-0.064754923,-0.197726967,1.07762233,0.120268506,0.139672292,-0.056249713,0.000516632,-0.196517533,-0.22829488,-0.117356951,0.105083538,0.081587534,-0.064036293,0.163630226,0.111163132,0.073645353,0.116451091,-0.415537852,-0.268459301,0.057984067,0.074225985,-0.052618302,-0.159700445,0.095800289,0.121785705,0.08131208,0.357635188,0.494042337,-0.122340116,1.108106349,-0.221138994,0.354771352,0.071410026,0.285122459,0.165445554,0.061695314,-0.220620786,0.073850315,0.131834774,-0.007875323,NA,0.552967531,-0.422180074,-0.076205763,0.044076891,-0.015125899,-0.160995172,-0.14289517,-0.168907514,0.079955678,0.148060001,0.175973172,0.046954879,-0.015585622,-0.151466177,-0.026175391,0.261778516,0.161274379,0.128397827,0.075546879,-0.061400545,0.01007121
Adam17,0.022611697,-0.503574174,-0.247698095,0.115477217,0.382968708,0.050499482,0.090295173,-0.135680788,-0.99359559,0.160917112,-0.1516034,-0.534707663,-0.151596643,0.172794895,-0.108974726,-0.100563967,0.197778832,-0.090997113,-0.120998531,-0.172499864,-0.052151282,-0.092869575,0.329197452,-0.133598513,0.092771971,0.06322867,0.117071097,-1.140627236,-1.616611734,-0.020203571,0.242314733,-0.023458973,-1.559995585,-0.321413673,-0.044636528,0.061992928,0.355806377,-0.18185265,-0.478507413,-0.26476322,-0.121939951,0.038827164,-1.126512411,0.121643117,0.111706623,-0.533492973,0.097576488,0.037290194,0.203227377,0.159534256,0.088395116,-0.036944345,0.30633124,0.250369005,0.132354299,-0.015559474,0.012143969,-0.363488409,-0.045834654,0.142919122,0.09481537,0.221163655,-1.294701954
Ywhaq,-0.506866312,-0.575954158,0.207682733,-0.606577887,0.202273175,0.04706409,-0.234557341,-0.463803607,-0.650903847,0.280361013,0.222322827,0.003490789,-0.157693856,0.250578348,-0.014471176,-0.107450142,-0.200098176,-0.456543407,-0.712407759,0.246011953,0.166133075,-0.032549309,-0.07330938,-0.167706427,0.183346169,0.097060091,0.079007434,-0.056941706,-0.151988769,0.170450428,-0.768604569,0.313371089,-0.311813827,-0.095519816,0.064191481,0.191904511,0.18944943,0.304479859,-0.112845234,-0.051092241,0.013469439,-0.24987436,-0.508697605,0.283493082,-0.010390764,0.051627326,0.147518831,0.171716243,0.314252154,-0.117589961,-0.069901833,-0.050499074,0.066334808,0.10422182,0.096044066,0.288075193,-0.245681973,-0.124652816,-0.062444881,0.056729171,0.128381212,0.074902278,0.03013689
Kidins220,0.769301576,0.87621678,-0.077258456,-0.582388557,-0.238984842,-0.08270465,0.040641984,0.378511623,0.47533801,-1.221826342,-0.193479729,0.088704225,0.086804828,0.304153393,-0.051496235,-0.09661819,0.391460563,0.839063782,0.440181811,-0.376826341,0.102514911,0.068441056,-0.11321061,-0.07498704,-0.012426391,0.112894056,-0.184678768,-0.091461552,0.035536157,0.23878686,0.019653116,0.201816724,-0.49715612,-0.088868748,0.103456043,-0.01267383,-0.081443565,0.098869917,0.368613162,-0.122357632,-0.759900764,0.457140327,0.449802917,-0.535758503,0.308890095,0.348425897,-0.14059833,-0.102877181,0.107429076,-0.168453614,0.412631002,0.012426391,0.122899667,-0.651520122,-0.081613766,-1.289836715,-0.04833125,0.037776651,0.230215781,-0.211504105,-0.094287596,-2.285112632,0.209263149
Rps7,-0.015338955,-0.095734208,0.231766293,0.272338287,0.050328247,0.015003323,0.12087585,-0.015713929,-0.141953997,0.311190072,0.150898787,0.101480719,0.160255038,0.199114285,0.114927362,0.096107644,0.020969824,-0.030501817,-0.221250489,0.196040631,0.085633404,0.098762721,-0.098541246,-0.048219005,0.012265464,-0.096751144,-0.104291497,0.046048625,0.090354396,0.369222078,-0.060614,0.232808513,-0.092163378,-0.184295356,-0.134729205,0.022052284,-0.00174645,0.205123692,-0.096634634,-0.118952037,-0.110178166,0.028546635,0.306720193,0.311485905,-0.082659887,-0.045571246,0.029833404,0.107519266,0.153718532,-0.042603093,0.007940719,-0.104886748,-0.029711223,0.100209016,0.581274425,0.391985268,-0.064225441,-0.043323605,-0.056069438,-0.027752083,0.009553271,0.581060913,0.450067814
Adi1,-0.140415336,-0.300499457,-0.216414866,-1.878671313,0.099218126,0.008289806,-0.076630929,-0.187776176,-0.431959725,-0.432179523,-0.144242598,-0.086151132,-0.183661144,0.03665999,-0.101168439,-0.112432383,-0.065577492,-0.131948512,-0.636244213,-0.134135246,-0.178573598,-0.025653915,0.028426925,-0.023722953,-0.001744744,0.035464972,0.096130991,-0.043480517,-0.208840552,-0.276088122,-1.65481427,-0.144949799,-0.1161979,-0.134543551,0.077141901,-0.004877078,0.113039036,-0.101111315,-0.02518101,0.051442803,0.037171893,-0.089754182,-1.2888482,-0.168209806,0.032594716,0.101200108,0.034662694,-0.120525572,-0.342667352,0.053726849,0.103881427,0.223687153,0.130975908,-0.023708821,-0.714300663,-0.464067217,0.071361682,0.14065845,0.18731954,-0.002197666,0.002690372,-1.356591144,-0.875846031
Pxdn,0.086585458,0.017783129,-0.083030092,-0.353351358,-0.057672097,-0.010953497,-0.296808438,-0.145073453,0.081385924,-0.049913686,0.011811433,-0.096974928,-0.117618807,-0.012368823,-0.17920074,-0.240491381,-0.036886569,0.247601487,0.420212021,-0.123369016,0.037428407,-0.153430474,0.058606557,-0.136742606,0.0427794,-0.036572175,0.018637541,-0.267995304,-0.175524287,-0.029759867,-0.244368495,0.069493906,-0.028008611,0.046724644,0.111699372,0.105988895,-0.110935614,-0.182362897,-0.143641536,-0.081934007,-0.051810721,-0.118788027,-0.313221171,-0.216404236,-0.106314644,0.078691814,0.1260117,-0.044593228,-0.132351282,-0.102992037,-0.030603067,0.046297762,0.153288134,0.103385943,-0.156552075,-0.119305576,-0.04451638,-0.050881169,-0.000878769,-0.019534826,0.125840664,-0.116272615,-0.144449864
Acp1,-0.248072458,-0.148225393,0.101684656,-2.069866847,0.117122646,-0.009742323,0.067826954,-0.098020794,-0.12360824,-0.097720272,-0.105367287,0.168399589,-0.279302816,-0.075801895,0.119613332,0.054066228,0.017432899,-0.031285742,-0.133693542,0.077831216,0.149747093,0.062012126,-0.146632724,-0.392963671,0.078449198,0.195824353,0.150765475,-0.310328088,-0.506806476,-0.458348236,-1.293166957,0.062967494,-0.645189597,-0.220130853,-0.032788764,0.070484431,-0.071598337,-0.064120231,-0.052126589,-0.055588878,-0.011868227,0.030886835,-1.470376197,-0.019057158,-0.379144013,-0.177346086,-0.065884534,-0.015693462,-0.193804214,-0.065019716,-0.347116049,-0.052549335,0.087404788,-0.224149446,-1.006173679,-0.1379985,-0.037704396,0.003634448,-0.09666131,-0.117047391,0.112349165,-1.005109393,-0.901406561
Lamb1,-0.123746701,-0.298010891,0.18607159,0.494980351,0.134631549,0.060864918,-0.299143921,-0.257837259,-0.334587849,0.294713477,0.296912131,-0.209202106,-0.232967926,0.255337207,-0.159518122,-0.24838416,-0.299824129,-0.374908937,-0.25623906,0.213815305,0.28667651,-0.242924765,-0.009951209,-0.122577093,0.065874257,-0.081702107,-0.205572734,-0.68992438,-0.881087359,0.403769333,0.465432826,0.216903156,-0.478496719,-0.009349,-0.018072345,0.253344016,0.232771819,0.197088953,-0.495247068,-0.488651441,-0.221950109,-0.200183208,-0.137355448,0.176280501,0.086525958,0.185907101,0.157625493,0.287679445,0.252391819,-0.094762339,0.083118689,0.018815641,0.1885415,0.33447853,0.447924851,0.222809462,0.058900077,0.033391202,0.100811544,0.176761736,0.19768257,0.35122647,0.263368131
Dld,0.402150957,0.538035179,-0.480966341,-0.831817097,-0.308097657,-0.173620451,0.098018043,0.383357052,0.551851454,-0.529419726,-0.476120375,-0.261624638,-0.060646184,-0.478619424,-0.30337541,-0.060055719,0.116598057,0.261234152,0.687203751,-0.460898574,-0.394860316,-0.238792852,0.240618992,0.295787744,-0.276034731,-0.136511814,-0.031437361,0.1836727,0.328115058,-0.537619887,-0.834725608,-0.402190159,0.095259632,0.071478569,-0.115655083,-0.27314958,-0.185531167,-0.450965817,0.178928536,0.163800684,-0.061056918,0.175704633,-0.193487372,-0.553675666,-0.00399205,-0.2023492,-0.345855661,-0.42338917,-0.398012887,0.231689542,0.016074392,-0.023466328,-0.165645557,-0.321541102,-0.555755455,-0.559874051,0.278363536,0.097795357,0.004557831,-0.137668438,-0.295921473,-0.661444319,-0.541803873
Bcap29,0.565215201,0.604854349,-0.713874352,-0.35191757,-0.293507015,-0.051585233,0.245836567,0.459319186,0.543199176,-0.69761151,-0.532339181,-0.107265732,0.170426097,-0.593330286,-0.16800979,0.073516622,0.199485007,0.432239004,0.653823916,-0.813645794,-0.581169052,-0.15352332,0.25401786,0.401307011,-0.234523661,-0.134167921,0.005844076,0.145216908,0.017256612,-0.515417526,-0.182589038,-0.668352022,-0.016344248,0.154018159,-0.102571685,-0.299042171,-0.098725897,-0.781533859,0.110229813,0.065760902,-0.059286749,0.293941889,0.011844999,-0.717340963,0.110264861,-0.053280729,-0.160028521,-0.544715037,-0.605916279,0.236146582,0.22032754,-0.007190759,-0.124907356,-0.122970436,-0.439007918,-0.76203258,0.350899069,0.102753099,0.004025412,-0.111284644,-0.286431875,-0.45084438,-0.683395443
Prkar2b,-0.378278338,-0.498374816,0.345863128,0.344029387,0.426852408,0.154461047,-0.233182894,-0.524853623,-0.512154572,0.360817979,0.19761622,-0.148510859,-0.150953213,0.364114908,-0.10264563,-0.116798972,-0.317284963,-0.395054051,-0.201737025,0.367574784,0.152156961,-0.067191628,0.138347315,-0.035554137,0.165275309,0.036894032,-0.014581728,-0.703299264,-0.890859965,0.353864055,0.232805162,0.485907539,-1.155213555,-0.172485655,-0.274749046,0.139338106,0.46789402,0.205343698,-0.419808675,-0.313047459,-0.126778027,-0.348311859,-0.101525419,0.441134213,0.003437638,0.119790655,0.138680797,0.191933514,0.25024104,-0.035467305,0.152615387,-0.148049394,0.054381303,0.127252465,0.386743753,0.411400085,-0.149977265,-0.463963101,-0.266033857,0.09299311,0.148262741,0.365114796,0.308308486
Nampt,0.052883063,0.049752573,-0.063131797,-0.111789924,0.009463293,0.047480078,0.18198008,0.043958719,-0.068051229,-0.026032797,-0.116666668,0.089679732,0.173374479,-0.078849682,0.029124528,0.146962974,0.169650396,0.105442454,-0.170838726,-0.058868897,-0.155747718,0.111168842,-0.021847015,-0.002945053,-0.039938839,-0.033591475,-0.015689349,-0.112993871,-0.179571751,-0.058732351,-0.046744652,-0.034786594,-0.069963599,-0.082510774,-0.014267965,-0.007039361,0.053996305,0.006901991,-0.069037903,-0.036449748,-0.026407707,0.125847472,0.066275599,-0.013853428,-0.009188545,-0.011554316,-0.002691723,-0.108757003,0.012885273,0.009804772,0.060405239,0.052180286,0.000382979,0.002065865,-0.109938015,-0.052397147,-0.002628367,-0.058391596,0.017622409,-0.017426555,-0.004664111,-0.21341472,-0.028826344
Sypl,-0.061408099,0.199297598,0.022792446,-0.95746539,-0.085882952,0.001481397,0.094052281,0.086100737,0.123492601,-0.152935463,-0.134979881,-0.138868854,-0.112517751,-0.160785784,-0.111593385,-0.146728632,0.020828257,-0.14136607,0.127303146,-0.213324069,-0.170256663,-0.135413318,-0.001745337,0.025926,-0.070415492,-0.065119518,-0.001061586,0.128600004,0.253284362,-0.164958297,-1.209682083,-0.157928395,0.373752633,0.099966232,0.06829221,-0.104502977,-0.233101255,-0.142338621,0.268006829,0.097423118,0.018860939,-0.022123888,-0.476694886,-0.042264096,-0.085304372,-0.20565203,0.003700643,-0.120534484,-0.111011797,0.244980446,-0.10297766,0.012113057,-0.013538486,-0.097088442,-0.389317851,-0.090962339,0.060442203,0.136405582,0.038108265,-0.066253207,0.113153662,-0.268017304,-0.380753891
Bzw2,-0.315377709,-0.202353346,0.396910902,0.739955784,0.140533352,0.077826205,-0.175658745,-0.332503785,-0.42049646,0.303343169,0.356398286,-0.053678738,-0.115417808,0.311737448,0.002536331,0.034636336,0.018035172,-0.203677056,-0.254405667,0.204912947,0.351800559,0.046289814,-0.394609305,-0.505227796,0.116920947,0.081903455,0.011069263,-0.463734947,-0.469448546,0.364173538,0.427189823,0.317507541,-0.476716054,-0.21074433,-0.096466519,0.147129328,0.043154664,0.246170378,-0.193684766,-0.125386451,-0.033105484,-0.092514636,0.351966148,0.251185039,-0.33623005,0.062355403,0.079648258,0.338725588,0.422940019,-0.287979441,-0.404856937,-0.000136191,-0.022634648,0.111882,0.369476519,0.313148689,-0.167450316,-0.143943746,0.032186414,0.005323475,0.112322996,0.248939259,0.650771331
Scfd1,0.101771922,0.056219423,-0.108076202,0.129850386,0.084208274,-0.050737694,0.149509705,0.181710676,0.108009645,0.08271712,0.098291036,0.067718996,0.06185665,0.031880078,0.104165117,0.110038293,0.165228858,-0.001878139,0.146314792,0.045921216,-0.093617736,0.141279976,0.017558399,0.031172283,-0.00345391,-0.089090225,-0.092843968,-0.382007785,-0.681671085,-0.01646353,0.315715982,0.067869527,-0.654008275,0.028213559,-0.0910763,0.01131458,0.05864084,-0.016254243,-0.169149339,-0.089265608,-0.113934522,0.107952313,0.198511813,-0.053367437,0.022861878,-0.012282628,-0.005992517,-0.023196182,0.093237303,-0.07240157,-0.025536734,-0.08880296,0.029228059,0.076062562,0.048606003,0.087051199,-0.020235128,-0.145538545,-0.018629787,0.176954111,-0.005096146,0.099663309,0.053686355
Hectd1,-0.408340361,-0.467256322,0.616358033,0.520941337,0.092367849,0.151565535,-0.096537345,-0.236314256,-0.397957603,0.498144343,0.251523043,0.011349223,0.07044161,0.249902719,0.085233175,-0.02298217,-0.161732808,-0.374007722,-0.493754094,0.504726566,0.396598265,0.041842639,-0.36468982,-0.177476701,0.085397172,-0.019899557,-0.146949226,-0.697868527,-0.916281371,0.4820298,0.467928138,0.482955889,-0.379573397,-0.324944033,-0.377315689,0.052538634,0.01377285,0.438576657,-0.310694595,-0.238996994,-0.187006191,-0.209209278,0.111171972,0.584962501,-0.24877199,-0.015820978,0.126324155,0.467912006,0.645277713,-0.231447349,-0.311694037,-0.046517982,-0.05832605,-0.200774347,0.568265942,0.474825073,-0.283267959,-0.13088885,-0.107867983,0.006869989,0.219588348,0.16858696,0.455430784
Dtd2,-0.052506,-0.165374934,-0.144235271,0.480380964,0.045042959,0.296093147,0.133266531,-0.1752342,-0.253626953,-0.119147265,0.017907321,0.335348611,0.067771131,0.13700093,-0.179929633,-0.143364175,-0.175367087,-0.236611437,-0.268887132,0.018289769,-0.317237573,-0.101245741,NA,0.233369231,-0.14423621,-0.228186385,-0.115838659,0.085955878,0.162456331,-0.03491749,-0.03455346,-0.106065059,-0.201619092,-0.006148481,0.193681125,-0.025090981,0.199685589,0.234800725,-0.152003093,0.042970039,0.161011745,-0.211569452,1.003366851,-0.020833503,0.439159224,0.272553484,0.044635776,0.064695325,-0.500277588,0.329149322,-0.053586671,0.234800725,0.266714752,0.212993723,0.159961438,-0.233900856,0.113919592,0.078002512,-0.166992268,0.306064459,-0.181606806,0.236263503,0.84818416
